host_id,host_since,name,neighbourhood,property_type,review_scores_rating_bin,room_type,zipcode,beds,number_of_reviews,price,review_scores_rating
5190208,2013-02-22 00:00:00,Prime Williamsburg Luxe Design Loft,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,1.0,1,270,100.0
5181573,2013-02-22 00:00:00,Large Studio in East Village!!!,Manhattan,Apartment,80.0,Entire home/apt,10009.0,2.0,25,130,81.0
5185158,2013-02-22 00:00:00,Quiet Studio in the East Village,Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,2,150,100.0
5189987,2013-02-22 00:00:00,*Soho Duplex* with private rooftop,Manhattan,Apartment,95.0,Entire home/apt,10012.0,2.0,11,205,98.0
5188261,2013-02-22 00:00:00,Bright sunny Central Park apartment,Manhattan,Apartment,0.0,Entire home/apt,10065.0,1.0,0,160,0.0
5185698,2013-02-22 00:00:00,1 br in a Modern and Beautiful Apt,Manhattan,Apartment,90.0,Private room,10002.0,1.0,3,90,90.0
5184849,2013-02-22 00:00:00,"Funky, clean, cozy East Village",Manhattan,Apartment,90.0,Private room,10009.0,1.0,22,99,90.0
5191560,2013-02-22 00:00:00,40 Waterside Plaza - Private Room!,Manhattan,Apartment,0.0,Private room,10010.0,1.0,0,150,0.0
5181059,2013-02-22 00:00:00,"Near Subways EFMR7 trains, airport",Queens,Apartment,0.0,Private room,11373.0,1.0,0,30,0.0
5181059,2013-02-22 00:00:00,Near subways/EFMR7 trains.Furnished,Queens,Apartment,0.0,Private room,11373.0,1.0,0,30,0.0
5181059,2013-02-22 00:00:00,Private living room--furnished,Queens,Apartment,100.0,Shared room,11373.0,1.0,2,33,100.0
5200316,2013-02-23 00:00:00,Sunny/Spacious Fort Greene Studio,Brooklyn,Apartment,0.0,Entire home/apt,11205.0,1.0,0,120,0.0
5202487,2013-02-23 00:00:00,HUGE 2000 sq ft sunny apartment!,Brooklyn,Apartment,100.0,Entire home/apt,11215.0,1.0,1,122,100.0
5197235,2013-02-23 00:00:00,Studio + Office w/ Terrace!,Brooklyn,Apartment,0.0,Entire home/apt,11238.0,1.0,0,150,0.0
5199109,2013-02-23 00:00:00,Huge Prospect/Crown Heights 1BR Gem,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,3.0,19,155,95.0
5200760,2013-02-23 00:00:00,Lovely Prospect Heights Brownstone,Brooklyn,Apartment,100.0,Entire home/apt,11238.0,2.0,1,115,100.0
5200688,2013-02-23 00:00:00,"1 BR, 1 Bath apartment in Chelsea",Manhattan,Apartment,0.0,Entire home/apt,10001.0,1.0,2,175,0.0
5201504,2013-02-23 00:00:00,Charming 1 Bedroom in Chelsea,Manhattan,Apartment,80.0,Entire home/apt,10011.0,1.0,9,190,82.0
5201012,2013-02-23 00:00:00,"Charming, Exposed Brick SoHo Loft",Manhattan,Apartment,85.0,Entire home/apt,10012.0,1.0,52,199,86.0
5194330,2013-02-23 00:00:00,Safe residential neighborhood,Brooklyn,Apartment,80.0,Private room,11215.0,1.0,4,56,80.0
5195645,2013-02-23 00:00:00,Beautiful Williamsburg Loft,Brooklyn,Loft,100.0,Private room,11211.0,1.0,3,119,100.0
5195645,2013-02-23 00:00:00,ROOM IN BEAUTIFUL LOFT WILLIAMSBURG,Brooklyn,Loft,100.0,Private room,11211.0,1.0,2,119,100.0
5193442,2013-02-23 00:00:00,1 BR in Perfect EV location,Manhattan,Apartment,0.0,Private room,10009.0,1.0,0,79,0.0
5214644,2013-02-24 00:00:00,Great 1BD waterfront City Island NY,Bronx,Apartment,95.0,Entire home/apt,10464.0,2.0,33,93,96.0
5207799,2013-02-24 00:00:00,Bright/Modern Apt in Park Slope,Brooklyn,Apartment,100.0,Entire home/apt,11217.0,1.0,1,145,100.0
5212796,2013-02-24 00:00:00,**HOLIDAY SPECIAL GREENPOINT STUDIO,Brooklyn,Apartment,85.0,Entire home/apt,11222.0,1.0,16,85,88.0
5214115,2013-02-24 00:00:00,"Hotel Luxury, Brooklyn Charm",Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,16,125,100.0
5209123,2013-02-24 00:00:00,Roomy // Clean Apt in Bushwick,Brooklyn,Apartment,100.0,Entire home/apt,11237.0,2.0,1,155,100.0
5214370,2013-02-24 00:00:00,Beautiful 1br apt Midtown Manhattan,Manhattan,Apartment,85.0,Entire home/apt,10010.0,3.0,23,149,86.0
5215266,2013-02-24 00:00:00,Railroad apt in the heart of SoHo,Manhattan,Apartment,0.0,Entire home/apt,10012.0,1.0,0,200,0.0
5211589,2013-02-24 00:00:00,West Village 1 Bdrm Apt in Lux Bldn,Manhattan,Apartment,95.0,Entire home/apt,10014.0,0.0,19,250,99.0
5212154,2013-02-24 00:00:00,SPACIOUS & COOL REAL 1BR MIDTOWN!,Manhattan,Apartment,90.0,Entire home/apt,10016.0,2.0,11,208,91.0
5202854,2013-02-24 00:00:00,Cozy PRIVATE Studio UWS. NO SHARE!,Manhattan,Apartment,70.0,Entire home/apt,10025.0,1.0,29,100,73.0
5207582,2013-02-24 00:00:00,Large and sunny one BR (600 sq.ft),Manhattan,Apartment,0.0,Entire home/apt,10027.0,2.0,0,100,0.0
5212493,2013-02-24 00:00:00,Light-filled 1BR with parking,Queens,Apartment,75.0,Entire home/apt,11378.0,2.0,7,99,77.0
5213766,2013-02-24 00:00:00,Dream Loft 10 Min to Manhattan,Brooklyn,Apartment,90.0,Private room,11206.0,2.0,47,130,91.0
5213766,2013-02-24 00:00:00,Dream Loft: Master Bedroom,Brooklyn,Apartment,100.0,Private room,11206.0,1.0,1,125,100.0
5215724,2013-02-24 00:00:00,Private Room in Williamsburg Apt.,Brooklyn,Apartment,0.0,Private room,11222.0,1.0,0,75,0.0
5211956,2013-02-24 00:00:00,"Cozy, Harlem Apt",Manhattan,Apartment,100.0,Private room,10026.0,1.0,1,50,100.0
5226176,2013-02-25 00:00:00,Spacious & charming one bedroom apt,Manhattan,Apartment,85.0,Entire home/apt,10003.0,2.0,9,185,85.0
5224789,2013-02-25 00:00:00,Lovely 1bdrm in Financial District,Manhattan,Apartment,100.0,Entire home/apt,10005.0,1.0,1,125,100.0
5226191,2013-02-25 00:00:00,Cozy Greenwich Village 1BR,Manhattan,Apartment,95.0,Entire home/apt,10012.0,1.0,11,195,95.0
5230482,2013-02-25 00:00:00,Superstar Manhattan Apt - Harlem,Manhattan,Apartment,90.0,Entire home/apt,10031.0,1.0,7,145,91.0
5230748,2013-02-25 00:00:00,Stylish Luxury 1BR with Great Perks,Manhattan,Apartment,90.0,Entire home/apt,10069.0,3.0,8,345,94.0
5222676,2013-02-25 00:00:00,Upper East Side Studio,Manhattan,Apartment,90.0,Entire home/apt,10075.0,1.0,8,165,90.0
5225705,2013-02-25 00:00:00,Sunny Room in S Williamsburg Loft,Brooklyn,Apartment,95.0,Private room,11206.0,1.0,5,65,96.0
5225846,2013-02-25 00:00:00,Bushwick Zen Den,Brooklyn,Apartment,100.0,Private room,11237.0,1.0,1,89,100.0
5229102,2013-02-25 00:00:00,Peaceful Lower East Side Retreat,Manhattan,Apartment,0.0,Private room,10002.0,1.0,0,70,0.0
5227584,2013-02-25 00:00:00,Sun filled Room,Manhattan,Apartment,0.0,Private room,10009.0,1.0,0,130,0.0
5227624,2013-02-25 00:00:00,Cozy Room in Heart of Greenwich,Manhattan,Apartment,100.0,Private room,10012.0,1.0,1,89,100.0
5220676,2013-02-25 00:00:00,"Private room,across from Central Pk",Manhattan,Apartment,90.0,Private room,10025.0,1.0,61,89,93.0
5220670,2013-02-25 00:00:00,Private BR in 3 BR Apt - E. Harlem,Manhattan,Apartment,70.0,Private room,10035.0,1.0,2,100,70.0
5220670,2013-02-25 00:00:00,Private BR in 3 BR Apt - E. Harlem,Manhattan,Apartment,100.0,Private room,10035.0,1.0,2,75,100.0
5225022,2013-02-25 00:00:00,"BEAUTIFUL room with garden, HARLEM",Manhattan,Apartment,90.0,Private room,10037.0,1.0,10,100,94.0
5238263,2013-02-26 00:00:00,Whole Apartment in Williamsburg,Brooklyn,Apartment,75.0,Entire home/apt,11211.0,7.0,13,350,78.0
5243122,2013-02-26 00:00:00,2 BEDROOM APT: free WiFi & Jacuzzi,Brooklyn,Apartment,95.0,Entire home/apt,11233.0,5.0,42,168,95.0
5243122,2013-02-26 00:00:00,LARGE PRIVATE ONE BEDROOM APARTMENT,Brooklyn,Apartment,90.0,Entire home/apt,11233.0,2.0,22,125,93.0
5244658,2013-02-26 00:00:00,Luxury penthouse with amazing view,Manhattan,Apartment,100.0,Entire home/apt,10001.0,1.0,13,279,100.0
5245537,2013-02-26 00:00:00,Modern 3BR in the Heart of the City,Manhattan,Apartment,0.0,Entire home/apt,10002.0,3.0,0,400,0.0
5243858,2013-02-26 00:00:00,Elegant 1b Near Everything,Manhattan,Apartment,95.0,Entire home/apt,10010.0,3.0,53,225,97.0
5243858,2013-02-26 00:00:00,Fabulous 1 Br with View,Manhattan,Apartment,95.0,Entire home/apt,10010.0,3.0,53,225,97.0
5231660,2013-02-26 00:00:00,Amazing SOHO Apartment!,Manhattan,Apartment,85.0,Entire home/apt,10012.0,1.0,4,160,85.0
5244910,2013-02-26 00:00:00,"Soho west - quiet, cute & central!",Manhattan,Apartment,90.0,Entire home/apt,10012.0,1.0,26,199,93.0
5245246,2013-02-26 00:00:00,Enjoy the summer in Manhattan,Manhattan,Apartment,100.0,Entire home/apt,10026.0,2.0,1,150,100.0
5238939,2013-02-26 00:00:00,Luxury 1 bed in iconic bldg!,Manhattan,Apartment,100.0,Entire home/apt,10038.0,1.0,4,200,100.0
5244243,2013-02-26 00:00:00,Sun drenched art filled apartment,Manhattan,Apartment,0.0,Entire home/apt,10038.0,2.0,0,290,0.0
5240184,2013-02-26 00:00:00,One Madison,Manhattan,Condominium,0.0,Entire home/apt,10010.0,2.0,0,550,0.0
5238263,2013-02-26 00:00:00,Private Rm w Futon Williamsburg NY,Brooklyn,Apartment,70.0,Private room,11211.0,1.0,18,65,72.0
5238263,2013-02-26 00:00:00,Private Room in WILLIAMSBURG,Brooklyn,Apartment,80.0,Private room,11211.0,2.0,11,75,84.0
5237039,2013-02-26 00:00:00,Large Sunny Room wth Garden & Deck!,Brooklyn,Apartment,100.0,Private room,11215.0,1.0,3,117,100.0
5238263,2013-02-26 00:00:00,1 room in a 3-bedroom Apmt w/yard,Brooklyn,Apartment,100.0,Private room,11221.0,1.0,3,60,100.0
5239845,2013-02-26 00:00:00,"Room & Breakfast, Steps to L Train",Brooklyn,Apartment,90.0,Private room,11237.0,1.0,150,65,91.0
5239893,2013-02-26 00:00:00,Huge Room in Lower East Side Loft,Manhattan,Apartment,90.0,Private room,10002.0,1.0,15,100,90.0
5239893,2013-02-26 00:00:00,Large room in LES Loft Apartment,Manhattan,Apartment,100.0,Private room,10002.0,1.0,5,100,100.0
5234625,2013-02-26 00:00:00,Nice & Calm room near Soho,Manhattan,Apartment,90.0,Private room,10013.0,1.0,3,60,93.0
5232957,2013-02-26 00:00:00,Cozy Room @Bushwick (20min to MHTN),Queens,Apartment,0.0,Private room,11385.0,1.0,0,43,0.0
5238263,2013-02-26 00:00:00,Bottom Bunk in Williamsburg Apt,Brooklyn,Apartment,80.0,Shared room,11211.0,1.0,16,50,81.0
5238263,2013-02-26 00:00:00,Top Bunk in Williamsburg Apartment,Brooklyn,Apartment,80.0,Shared room,11211.0,1.0,8,50,83.0
5240429,2013-02-26 00:00:00,Comfortable Studio Downtown,Manhattan,Apartment,95.0,Shared room,10003.0,1.0,4,145,96.0
5259026,2013-02-27 00:00:00,1 BR in Charming Williamsburg,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,6,200,97.0
5250841,2013-02-27 00:00:00,21 day Sublet in Flatbush,Brooklyn,Apartment,0.0,Entire home/apt,11226.0,1.0,0,132,0.0
5251467,2013-02-27 00:00:00,On The Waterfront,Brooklyn,Apartment,85.0,Entire home/apt,11231.0,1.0,54,135,89.0
5251467,2013-02-27 00:00:00,Waterfront Views of Manhattan,Brooklyn,Apartment,85.0,Entire home/apt,11231.0,5.0,81,155,86.0
5254886,2013-02-27 00:00:00,Clean & ideally located NYC studio,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,52,170,93.0
5253259,2013-02-27 00:00:00,PERFECT Bright West Village 1BR!!!!,Manhattan,Apartment,0.0,Entire home/apt,10014.0,1.0,0,225,0.0
5252618,2013-02-27 00:00:00,Beautiful 2BR Apartment/Great view,Manhattan,Apartment,95.0,Entire home/apt,10023.0,4.0,13,450,97.0
5258988,2013-02-27 00:00:00,"Furnished, one bedroom in Manhattan",Manhattan,Apartment,100.0,Entire home/apt,10040.0,1.0,6,90,100.0
5245744,2013-02-27 00:00:00,"Brownstone in Park Slope, with Bike",Brooklyn,Apartment,0.0,Private room,11217.0,2.0,0,90,0.0
5248743,2013-02-27 00:00:00,Private room close to both airports,Queens,House,100.0,Private room,11416.0,1.0,1,50,100.0
5272453,2013-02-28 00:00:00,Loft like apartment in Greenpoint,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,1.0,3,125,93.0
5267946,2013-02-28 00:00:00,Charming modern 1BR in the village,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,4,295,95.0
5269193,2013-02-28 00:00:00,Central Chelsea Studio,Manhattan,Apartment,90.0,Entire home/apt,10011.0,1.0,30,199,94.0
5270217,2013-02-28 00:00:00,Cozy Greenwich Village Studio,Manhattan,Apartment,90.0,Entire home/apt,10011.0,1.0,13,150,94.0
5270553,2013-02-28 00:00:00,Unique Chelsea/Meatpacking District,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,14,300,99.0
5264588,2013-02-28 00:00:00,My NYC: West village w/ Patio!,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,2,240,90.0
5271971,2013-02-28 00:00:00,Bright Studio in the Heart of NYC!,Manhattan,Apartment,100.0,Entire home/apt,10019.0,1.0,3,270,100.0
5267831,2013-02-28 00:00:00,Awesome room in E.Williamsburg!,Brooklyn,Apartment,0.0,Private room,11237.0,1.0,0,80,0.0
5266053,2013-02-28 00:00:00,"Updated, Cozy Apt in East Village!",Manhattan,Apartment,100.0,Private room,10009.0,1.0,5,100,100.0
5268970,2013-02-28 00:00:00,Private room in large 2 bed room,Manhattan,Apartment,85.0,Private room,10009.0,1.0,18,90,88.0
5264666,2013-02-28 00:00:00,Beautiful Brooklyn share apartment,Brooklyn,Apartment,90.0,Shared room,11209.0,1.0,30,69,91.0
5283769,2013-03-01 00:00:00,Cozy 1BD in Vibrant East Village,Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,26,125,98.0
5279180,2013-03-01 00:00:00,Gramercy/Kips Bay 1BR- the best!,Manhattan,Apartment,0.0,Entire home/apt,10010.0,1.0,0,170,0.0
5283682,2013-03-01 00:00:00,Amazing Chelsea Studio W15th st,Manhattan,Apartment,100.0,Entire home/apt,10011.0,2.0,2,260,100.0
5280825,2013-03-01 00:00:00,Global and Modern W. Village Apt!,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,6,250,92.0
5275468,2013-03-01 00:00:00,Central Park next to Dekota 71 st,Manhattan,Apartment,0.0,Entire home/apt,10023.0,1.0,0,218,0.0
5280006,2013-03-01 00:00:00,Cozy Harlem Apt Train & Park Close,Manhattan,Apartment,100.0,Entire home/apt,10031.0,2.0,1,85,100.0
5282732,2013-03-01 00:00:00,"Beautiful Studio, 15 Min to Midtown",Queens,Apartment,100.0,Entire home/apt,11103.0,1.0,1,120,100.0
5278391,2013-03-01 00:00:00,Large Wiliamsburg Private Bedroom,Brooklyn,Apartment,0.0,Private room,11211.0,1.0,0,55,0.0
5281955,2013-03-01 00:00:00,Artsy Room in heart of Greenpoint,Brooklyn,Apartment,95.0,Private room,11222.0,1.0,10,108,98.0
5280958,2013-03-01 00:00:00,Cozy Bushwick Artist Loft,Brooklyn,Apartment,0.0,Private room,11237.0,1.0,0,65,0.0
5274787,2013-03-01 00:00:00,Chinatown/LES Apartment,Manhattan,Apartment,85.0,Private room,10002.0,1.0,10,90,89.0
5273646,2013-03-01 00:00:00,"BIG,Charming One Bedroom Apt-SUNNY!",Manhattan,Apartment,90.0,Private room,10033.0,1.0,30,89,92.0
5275647,2013-03-01 00:00:00,Be a local in Midtown Manhattan!,Manhattan,Apartment,0.0,Private room,10036.0,1.0,0,120,0.0
5275647,2013-03-01 00:00:00,Charming room with private bathroom,Manhattan,Apartment,0.0,Private room,10036.0,1.0,0,140,0.0
5287536,2013-03-02 00:00:00,"Cozy, clean in Greenpoint Brooklyn!",Brooklyn,Apartment,0.0,Entire home/apt,11222.0,1.0,0,120,0.0
5289640,2013-03-02 00:00:00,"Studio, Heart of Downtown NYC",Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,6,190,97.0
5287302,2013-03-02 00:00:00,Cozy 1 Bedroom in Gramercy/KipsBay!,Manhattan,Apartment,100.0,Entire home/apt,10010.0,1.0,1,145,100.0
5292498,2013-03-02 00:00:00,Greenwich Village Sanctuary,Manhattan,Apartment,0.0,Entire home/apt,10014.0,2.0,0,250,0.0
5291078,2013-03-02 00:00:00,Huge Williamsburg Brooklyn Flat,Brooklyn,Apartment,100.0,Private room,11206.0,1.0,7,49,100.0
5288407,2013-03-02 00:00:00,"Stunning new room WILLIAMSBURG, NY",Brooklyn,Apartment,95.0,Private room,11211.0,1.0,22,111,96.0
5292498,2013-03-02 00:00:00,Private Room Greenwich Village,Manhattan,Apartment,100.0,Private room,10014.0,1.0,2,160,100.0
5293219,2013-03-02 00:00:00,Shabby Chic in Washington Heights,Manhattan,Apartment,0.0,Private room,10032.0,1.0,0,65,0.0
5285724,2013-03-02 00:00:00,Amazing apartment,Queens,Apartment,0.0,Private room,11374.0,1.0,0,56,0.0
5309143,2013-03-03 00:00:00,Garden Apartment in NYC,Bronx,Apartment,90.0,Entire home/apt,10467.0,2.0,2,81,90.0
5309143,2013-03-03 00:00:00,Spacious 2 Bedroom Apartment in NYC,Bronx,Apartment,100.0,Entire home/apt,10467.0,2.0,3,103,100.0
5301208,2013-03-03 00:00:00,Sunny & Stylish Brooklyn Flat,Brooklyn,Apartment,85.0,Entire home/apt,11233.0,2.0,69,165,88.0
5307542,2013-03-03 00:00:00,"CUTE, CUTE, CUTE!",Brooklyn,Apartment,85.0,Entire home/apt,11238.0,1.0,37,100,87.0
5301208,2013-03-03 00:00:00,A Sunny Historic Brooklyn Bohemian,Brooklyn,House,100.0,Entire home/apt,11233.0,4.0,2,395,100.0
5309991,2013-03-03 00:00:00,"HUGE Sunny 1 BR, Great Location",Manhattan,Apartment,100.0,Entire home/apt,10010.0,2.0,2,230,100.0
5302434,2013-03-03 00:00:00,Great Chelsea Studio near Highline!,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,10,200,97.0
5300359,2013-03-03 00:00:00,Immaculate 1 bed in Upper West Side,Manhattan,Apartment,95.0,Entire home/apt,10024.0,1.0,8,245,98.0
5308961,2013-03-03 00:00:00,Sunny Artist Live/Work Apartment,Manhattan,Apartment,95.0,Entire home/apt,10025.0,1.0,48,175,98.0
5306645,2013-03-03 00:00:00,Duplex Apt blocks from Central Park,Manhattan,Apartment,90.0,Entire home/apt,10026.0,3.0,4,199,90.0
5309160,2013-03-03 00:00:00,Walk to Central Park!Center of NYC!,Manhattan,Apartment,90.0,Entire home/apt,10075.0,1.0,10,99,90.0
5310393,2013-03-03 00:00:00,BUSHWICK!!!,Brooklyn,Apartment,0.0,Private room,11221.0,1.0,0,60,0.0
5309054,2013-03-03 00:00:00,Amazing room in 2BR. Great views,Manhattan,Apartment,0.0,Private room,10011.0,1.0,0,170,0.0
5306189,2013-03-03 00:00:00,Quiet and Private Uptown Apartment,Manhattan,Apartment,95.0,Private room,10039.0,1.0,34,90,96.0
5325925,2013-03-04 00:00:00,Pre-War Apartment in Cobble Hill,Brooklyn,Apartment,0.0,Entire home/apt,11201.0,1.0,0,140,0.0
5326136,2013-03-04 00:00:00,Lovely 1 bdrm near Prospect Park,Brooklyn,Apartment,0.0,Entire home/apt,11226.0,2.0,0,95,0.0
5321505,2013-03-04 00:00:00,Bright & Spacious Bushwick Loft,Brooklyn,Loft,0.0,Entire home/apt,11206.0,1.0,0,125,0.0
5317367,2013-03-04 00:00:00,Charming Loft Bed Apartment,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,7,180,97.0
5316534,2013-03-04 00:00:00,Authentic East Village NY studio,Manhattan,Apartment,90.0,Entire home/apt,10003.0,2.0,60,150,92.0
5316966,2013-03-04 00:00:00,Cozy studio in heart of the Village,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,2,180,90.0
5322041,2013-03-04 00:00:00,Luxury Four Bedroom Appt on Wall st,Manhattan,Apartment,0.0,Entire home/apt,10005.0,4.0,0,800,0.0
5319354,2013-03-04 00:00:00,TRIBECA 1BR LUXURY TERRACE DOORMAN,Manhattan,Apartment,100.0,Entire home/apt,10013.0,1.0,9,350,100.0
5311128,2013-03-04 00:00:00,1BDRM in TimesSq/Hell's Kitchen,Manhattan,Apartment,0.0,Entire home/apt,10018.0,1.0,0,250,0.0
5323781,2013-03-04 00:00:00,UWS stunning luxury sunshine studio,Manhattan,Apartment,100.0,Entire home/apt,10025.0,1.0,2,160,100.0
5317850,2013-03-04 00:00:00,Super Bowl Special-Minutes to all,Manhattan,Apartment,0.0,Entire home/apt,10028.0,2.0,0,499,0.0
5310926,2013-03-04 00:00:00,"Modern Room, prime Williamsburg!",Brooklyn,Apartment,0.0,Private room,11211.0,1.0,0,99,0.0
5317082,2013-03-04 00:00:00,"Hip, Clean, Modern Private Room",Brooklyn,Apartment,95.0,Private room,11211.0,1.0,14,110,96.0
5317082,2013-03-04 00:00:00,Musician's Private Pad,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,7,64,91.0
5323284,2013-03-04 00:00:00,Cutest Williamsburg Apt with Yard,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,10,99,98.0
5311348,2013-03-04 00:00:00,Cozy Bedroom with Private Bath,Brooklyn,Apartment,80.0,Private room,11221.0,1.0,5,50,80.0
5325582,2013-03-04 00:00:00,Beautiful Bohemian Bushwick Bedroom,Brooklyn,Apartment,95.0,Private room,11221.0,1.0,14,70,97.0
5325455,2013-03-04 00:00:00,Lower East Side Hideaway,Manhattan,Apartment,80.0,Private room,10002.0,1.0,5,90,80.0
5319078,2013-03-04 00:00:00,Nice Bedroom in Classic Village Apt,Manhattan,Apartment,90.0,Private room,10009.0,1.0,41,100,90.0
5325906,2013-03-04 00:00:00,Beautiful room in West Village,Manhattan,Apartment,0.0,Private room,10014.0,1.0,0,85,0.0
5339881,2013-03-05 00:00:00,Brooklyn Heights Brownstone 1 Bdrm,Brooklyn,Apartment,70.0,Entire home/apt,11201.0,1.0,6,325,70.0
5341060,2013-03-05 00:00:00,Newly Furnished Beautiful & Quiet,Brooklyn,Apartment,85.0,Entire home/apt,11209.0,1.0,15,149,87.0
5328696,2013-03-05 00:00:00,Industrial loft-Heart of Greenpoint,Brooklyn,Apartment,95.0,Entire home/apt,11222.0,2.0,9,400,98.0
5335744,2013-03-05 00:00:00,"Huge, Rad 1 Bedroom in Williamsburg",Brooklyn,Apartment,0.0,Entire home/apt,11249.0,1.0,0,250,0.0
5332542,2013-03-05 00:00:00,Sweet & Cozy 1BR in Lower East Side,Manhattan,Apartment,90.0,Entire home/apt,10002.0,2.0,10,160,90.0
5333736,2013-03-05 00:00:00,Triplex 1BR in Village w/Backyard!,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,25,233,97.0
5339062,2013-03-05 00:00:00,Spectacular View - New York City,Manhattan,Apartment,100.0,Entire home/apt,10006.0,1.0,3,399,100.0
5331440,2013-03-05 00:00:00,Stylish True 1BR in SoHo,Manhattan,Apartment,85.0,Entire home/apt,10012.0,2.0,38,199,87.0
5340129,2013-03-05 00:00:00,Charming Midtown West,Manhattan,Apartment,100.0,Entire home/apt,10019.0,1.0,1,350,100.0
5327687,2013-03-05 00:00:00,Lovely Studio Next To BroadWay,Manhattan,Apartment,90.0,Entire home/apt,10024.0,1.0,3,140,93.0
5334909,2013-03-05 00:00:00,Pilates/Silks studio & Baby Grand,Manhattan,Apartment,95.0,Entire home/apt,10024.0,1.0,9,225,98.0
5340525,2013-03-05 00:00:00,Cosy 3 BR apt in Times Square,Manhattan,Apartment,0.0,Entire home/apt,10036.0,3.0,0,480,0.0
5334265,2013-03-05 00:00:00,Super Quiet studio all yours!,Manhattan,Apartment,90.0,Entire home/apt,10065.0,1.0,18,125,93.0
5331610,2013-03-05 00:00:00,Affordable Designer 1 BR Apt,Manhattan,Apartment,100.0,Entire home/apt,10128.0,1.0,2,175,100.0
5334433,2013-03-05 00:00:00,One bedroom apt. Upper East Side,Manhattan,Apartment,100.0,Entire home/apt,10128.0,2.0,1,168,100.0
5340454,2013-03-05 00:00:00,E Williamsburg Artist Retreat;Beige,Brooklyn,Apartment,90.0,Private room,11201.0,1.0,75,69,94.0
5330028,2013-03-05 00:00:00,Sunny Williamsburg Nest,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,4,102,95.0
5334913,2013-03-05 00:00:00,Huge Room w Private Bathroom W'burg,Brooklyn,Apartment,80.0,Private room,11211.0,1.0,4,95,80.0
5340454,2013-03-05 00:00:00,E Williamsburg Artist Retreat;White,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,85,69,92.0
5339443,2013-03-05 00:00:00,simple and clean in a great hood,Brooklyn,Apartment,95.0,Private room,11222.0,1.0,39,49,97.0
5331961,2013-03-05 00:00:00,Bright & Spacious Master Bedroom,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,4,62,90.0
5331961,2013-03-05 00:00:00,Bright and Spacious Room,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,2,54,100.0
5328696,2013-03-05 00:00:00,Industrial loft-The Greenpoint exp.,Brooklyn,Loft,95.0,Private room,11222.0,1.0,25,135,98.0
5336688,2013-03-05 00:00:00,★APT In BEST Location In Manhattan★,Manhattan,Apartment,85.0,Private room,10013.0,1.0,44,83,87.0
5334697,2013-03-05 00:00:00,Comfortable room in fashionable Apt,Manhattan,Apartment,95.0,Private room,10032.0,1.0,37,68,95.0
5334697,2013-03-05 00:00:00,"Private Room, near Express Train",Manhattan,Apartment,90.0,Private room,10032.0,3.0,20,65,93.0
5330028,2013-03-05 00:00:00,The Cube! For Travelers & Wanderers,Brooklyn,Apartment,100.0,Shared room,11211.0,1.0,6,75,100.0
5352419,2013-03-06 00:00:00,NY TIMES Featured Dumbo Penthouse,Brooklyn,Apartment,0.0,Entire home/apt,11201.0,2.0,0,550,0.0
5355398,2013-03-06 00:00:00,Cozy yet spacious chic apt in Bklyn,Brooklyn,Apartment,90.0,Entire home/apt,11207.0,1.0,53,90,90.0
5349999,2013-03-06 00:00:00,Cozy Studio Close to Everything,Brooklyn,Apartment,85.0,Entire home/apt,11216.0,1.0,3,80,87.0
5344032,2013-03-06 00:00:00,Luxury Studio on Wall St +amenities,Manhattan,Apartment,95.0,Entire home/apt,10005.0,1.0,17,150,96.0
5348155,2013-03-06 00:00:00,"Peaceful, Sunny One-Bed Retreat",Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,30,195,95.0
5348255,2013-03-06 00:00:00,"2BR in w. village, modern, new, W/D",Manhattan,Apartment,85.0,Entire home/apt,10014.0,2.0,35,320,88.0
5348255,2013-03-06 00:00:00,West Village 1-bedroom Apartment,Manhattan,Apartment,0.0,Entire home/apt,10014.0,2.0,0,300,0.0
5341214,2013-03-06 00:00:00,Spacious & Modern Luxury 1-Bd. Apt.,Manhattan,Apartment,90.0,Entire home/apt,10040.0,2.0,5,109,90.0
