host_id,host_since,name,neighbourhood,property_type,review_scores_rating_bin,room_type,zipcode,beds,number_of_reviews,price,review_scores_rating
5162530,0,1 Bedroom in Prime Williamsburg,Brooklyn,Apartment,0.0,Entire home/apt,11249.0,1.0,0,145,0.0
33134899,0,"Sunny, Private room in Bushwick",Brooklyn,Apartment,0.0,Private room,11206.0,1.0,1,37,0.0
39608626,0,Sunny Room in Harlem,Manhattan,Apartment,0.0,Private room,10032.0,1.0,1,28,0.0
500,2008-06-26 00:00:00,Gorgeous 1 BR with Private Balcony,Manhattan,Apartment,0.0,Entire home/apt,10024.0,3.0,0,199,0.0
500,2008-06-26 00:00:00,Trendy Times Square Loft,Manhattan,Apartment,95.0,Private room,10036.0,3.0,39,549,96.0
1039,2008-07-25 00:00:00,Big Greenpoint 1BD w/ Skyline View,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,4,149,100.0
1783,2008-08-12 00:00:00,Amazing Also,Manhattan,Apartment,100.0,Entire home/apt,10004.0,1.0,9,250,100.0
2078,2008-08-15 00:00:00,"Colorful, quiet, & near the subway!",Brooklyn,Apartment,90.0,Private room,11201.0,1.0,80,90,94.0
2339,2008-08-20 00:00:00,East Village Cocoon: 2 Bedroom Flat,Manhattan,Apartment,90.0,Entire home/apt,10009.0,2.0,95,270,90.0
2339,2008-08-20 00:00:00,Lovely 2 Bedroom East Village Nest,Manhattan,Apartment,95.0,Entire home/apt,10009.0,2.0,23,290,96.0
2571,2008-08-27 00:00:00,THE PUTNAM,Brooklyn,Apartment,95.0,Entire home/apt,11221.0,2.0,14,170,98.0
2758,2008-09-06 00:00:00,Stay at Chez Chic budget room #1,Manhattan,Apartment,90.0,Private room,10026.0,2.0,120,59,93.0
2758,2008-09-06 00:00:00,Stay at Chez Chic budget Room #2,Manhattan,Apartment,90.0,Private room,10026.0,2.0,81,49,91.0
2787,2008-09-07 00:00:00,Renovated and spacious townhome,Brooklyn,House,0.0,Private room,11223.0,1.0,0,68,0.0
2845,2008-09-09 00:00:00,Midtown Castle,Manhattan,Apartment,95.0,Entire home/apt,10018.0,1.0,17,285,97.0
2881,2008-09-10 00:00:00,Newly renovated historic brownstone,Brooklyn,Apartment,95.0,Private room,11216.0,1.0,32,75,95.0
2965,2008-09-14 00:00:00,Large Bedroom in 3-bedroom Apt.,Manhattan,Apartment,95.0,Private room,10025.0,1.0,52,145,99.0
3211,2008-09-25 00:00:00,"Elegant NYC, 10mins to Manhattan!",Queens,Apartment,90.0,Private room,11106.0,1.0,3,100,93.0
3227,2008-09-26 00:00:00,"Priv Apt,Garden,BBQ,A/C,BigTV,for 4",Manhattan,Apartment,85.0,Entire home/apt,10001.0,3.0,171,150,85.0
3226,2008-09-26 00:00:00,Great 3 Bed Apt Tribeca / Soho,Manhattan,Apartment,0.0,Entire home/apt,10013.0,3.0,0,700,0.0
3226,2008-09-26 00:00:00,Huge Room Soho LOFT off WBroadway,Manhattan,Apartment,85.0,Private room,10013.0,1.0,9,125,86.0
3226,2008-09-26 00:00:00,Master Room Soho LOFT off WBroadway,Manhattan,Apartment,0.0,Private room,10013.0,1.0,0,175,0.0
3415,2008-10-02 00:00:00,Beautiful Furnished Master Bedroom,Queens,House,0.0,Private room,11365.0,1.0,0,90,0.0
3563,2008-10-10 00:00:00,16' x 11' Furnished BR with Balcony,Brooklyn,Apartment,100.0,Private room,11220.0,1.0,1,40,100.0
3647,2008-10-14 00:00:00,Conveniently Queens with Two Rooms,Queens,Apartment,90.0,Entire home/apt,11373.0,1.0,4,89,93.0
3647,2008-10-14 00:00:00,Quality Cozy Studio Next to Subway,Queens,Apartment,90.0,Entire home/apt,11373.0,1.0,16,95,94.0
3647,2008-10-14 00:00:00,Queens Quality Convenient Apartment,Queens,Apartment,100.0,Entire home/apt,11373.0,2.0,9,99,100.0
3867,2008-10-29 00:00:00,1 Bedroom Apartment in Chinatown!,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,19,149,93.0
3867,2008-10-29 00:00:00,3 bedroom apartment in Chinatown!,Manhattan,Apartment,80.0,Entire home/apt,10038.0,4.0,2,499,80.0
3867,2008-10-29 00:00:00,Private bedroom in spacious loft!,Manhattan,Apartment,0.0,Private room,10038.0,4.0,0,99,0.0
3867,2008-10-29 00:00:00,Share a bedroom in a huge Apartment,Manhattan,Apartment,0.0,Shared room,10038.0,1.0,0,99,0.0
4177,2008-11-09 00:00:00,++ Brooklyn Penthouse Guestroom ++,Brooklyn,Apartment,90.0,Private room,11206.0,1.0,16,125,94.0
4267,2008-11-12 00:00:00,Robin's Nest on the fabulous UWS,Manhattan,Apartment,85.0,Entire home/apt,10024.0,2.0,28,170,88.0
4267,2008-11-12 00:00:00,Airy Room on the fabulous UWS,Manhattan,Apartment,90.0,Private room,10024.0,1.0,62,120,92.0
4396,2008-11-19 00:00:00,"Large Room, Amazing E. Village Apt",Manhattan,Apartment,85.0,Private room,10009.0,1.0,23,79,89.0
4488,2008-11-21 00:00:00,Sunny & Bright Harlem Home,Manhattan,Apartment,95.0,Entire home/apt,10027.0,3.0,6,125,97.0
4732,2008-12-01 00:00:00,A home in the heart of Park Slope,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,1.0,5,110,92.0
4869,2008-12-07 00:00:00,Whole B'stone flr w priv kit & bat,Brooklyn,Other,85.0,Private room,11238.0,3.0,14,89,85.0
5871,2008-12-31 00:00:00,Bergen's Best Short Stay 2!,Brooklyn,Apartment,90.0,Entire home/apt,11213.0,3.0,12,180,93.0
5871,2008-12-31 00:00:00,Bergen's Best!,Brooklyn,Apartment,95.0,Entire home/apt,11213.0,3.0,5,180,95.0
5926,2009-01-02 00:00:00,Charming Central Park Hideaway,Manhattan,Apartment,80.0,Entire home/apt,10026.0,1.0,23,143,82.0
5926,2009-01-02 00:00:00,NYC 2-Bed Apt Mins to Times Square,Manhattan,Apartment,85.0,Entire home/apt,10027.0,2.0,28,230,89.0
5926,2009-01-02 00:00:00,Beautiful Apt with Park Views,Manhattan,Apartment,85.0,Entire home/apt,10030.0,5.0,40,350,86.0
5940,2009-01-02 00:00:00,Comfy 2BR Apt 20 mins to Midtown,Queens,Apartment,85.0,Entire home/apt,11368.0,2.0,47,135,86.0
5926,2009-01-02 00:00:00,Beautiful Room 1 with Park Views,Manhattan,Apartment,85.0,Private room,10027.0,1.0,9,85,87.0
5926,2009-01-02 00:00:00,Beautiful Room 2 with Park Views,Manhattan,Apartment,90.0,Private room,10027.0,1.0,13,85,91.0
5926,2009-01-02 00:00:00,Beautiful Room 3 with Park Views,Manhattan,Apartment,90.0,Private room,10027.0,1.0,14,85,92.0
5926,2009-01-02 00:00:00,Nice Apt Near Columbia University 2,Manhattan,Apartment,80.0,Private room,10031.0,1.0,35,60,81.0
5926,2009-01-02 00:00:00,Nice Apt Near Columbia University 3,Manhattan,Apartment,80.0,Private room,10031.0,2.0,34,70,82.0
5926,2009-01-02 00:00:00,Nice  Apt Near Columbia University,Manhattan,Bed & Breakfast,85.0,Private room,10031.0,1.0,68,55,86.0
6041,2009-01-05 00:00:00,Beautiful Apt. In Astoria,Queens,Apartment,100.0,Private room,11105.0,1.0,4,44,100.0
7118,2009-01-26 00:00:00,PERFECT location! Contact me NOW!,Manhattan,Apartment,85.0,Entire home/apt,10036.0,1.0,14,200,87.0
7222,2009-01-29 00:00:00,SPACIOUS ARTY 1BR NOHO / E. VILLAGE,Manhattan,Apartment,95.0,Entire home/apt,10003.0,2.0,42,175,95.0
7209,2009-01-29 00:00:00,Next to Empire State building,Manhattan,Apartment,100.0,Entire home/apt,10016.0,1.0,9,250,100.0
7230,2009-01-30 00:00:00,"Luxury Building, big 1BR - 90th",Manhattan,Apartment,95.0,Entire home/apt,10128.0,2.0,7,165,96.0
7323,2009-02-02 00:00:00,CHEZ LEO Clinton Hill Ft. Greene,Brooklyn,Apartment,85.0,Entire home/apt,11238.0,1.0,13,115,88.0
7299,2009-02-02 00:00:00,"Downtown calm, convenience & space",Manhattan,Apartment,95.0,Entire home/apt,10005.0,1.0,16,145,95.0
7322,2009-02-02 00:00:00,Large & Cozy Midtown East 1 BR Apt,Manhattan,Apartment,85.0,Entire home/apt,10016.0,1.0,47,200,86.0
7351,2009-02-02 00:00:00,2 Floor Loft room in Artist Studio,Brooklyn,Loft,80.0,Private room,11215.0,2.0,3,74,80.0
7351,2009-02-02 00:00:00,Spacious Loft Room in Artist Studio,Brooklyn,Loft,0.0,Private room,11215.0,2.0,0,74,0.0
7351,2009-02-02 00:00:00,Spacious room in Huge artist Loft,Brooklyn,Loft,100.0,Private room,11215.0,1.0,2,84,100.0
7338,2009-02-02 00:00:00,East Vil  1br in 2br apt + balcony,Manhattan,Apartment,100.0,Private room,10009.0,0.0,3,125,100.0
7386,2009-02-03 00:00:00,Quiet Slice of Manhattan,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,42,129,92.0
7356,2009-02-03 00:00:00,BlissArtsSpace!,Brooklyn,Apartment,90.0,Private room,11216.0,1.0,41,50,90.0
7356,2009-02-03 00:00:00,Private Bliss Art Space 2,Brooklyn,Apartment,90.0,Private room,11216.0,1.0,52,50,93.0
7414,2009-02-04 00:00:00,Historic Fort Greene - Red Rooster,Brooklyn,Apartment,80.0,Entire home/apt,11217.0,3.0,15,185,82.0
7414,2009-02-04 00:00:00,Historic Fort Greene-Deco on Greene,Brooklyn,Apartment,85.0,Entire home/apt,11217.0,3.0,21,185,85.0
7414,2009-02-04 00:00:00,Skylight on Greene,Brooklyn,Apartment,75.0,Entire home/apt,11217.0,3.0,6,150,76.0
7498,2009-02-06 00:00:00,Your own studio+patio no roommates,Manhattan,Apartment,80.0,Entire home/apt,10002.0,1.0,1,80,80.0
7510,2009-02-06 00:00:00,Big Lovely Chelsea Studio! Sleeps 5,Manhattan,Apartment,85.0,Entire home/apt,10010.0,1.0,8,190,89.0
7510,2009-02-06 00:00:00,Grande Super Large APT !!!,Manhattan,Apartment,80.0,Entire home/apt,10010.0,3.0,10,190,80.0
7510,2009-02-06 00:00:00,Great Apartment with PATIO!!,Manhattan,Apartment,80.0,Entire home/apt,10010.0,2.0,1,190,80.0
7510,2009-02-06 00:00:00,Super Large APT,Manhattan,Apartment,80.0,Entire home/apt,10010.0,2.0,29,175,80.0
7510,2009-02-06 00:00:00,HUGE and SUNNY one bedroom!,Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,29,190,93.0
7549,2009-02-07 00:00:00,Cute & Cozy Lower East Side 1 bdrm,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,112,140,94.0
7549,2009-02-07 00:00:00,"Cute,Cozy Lower East Side 1bdrm",Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,4,140,95.0
7549,2009-02-07 00:00:00,LowerEastSide apt share shortterm 2,Manhattan,Apartment,95.0,Private room,10002.0,1.0,25,75,97.0
7549,2009-02-07 00:00:00,LowerEastSide apt share shortterm 1,Manhattan,Apartment,95.0,Shared room,10002.0,1.0,132,45,95.0
7549,2009-02-07 00:00:00,LowerEastSide apt share shortterm 3,Manhattan,Apartment,95.0,Shared room,10002.0,1.0,17,45,95.0
7611,2009-02-09 00:00:00,Artist's Loft with indoor Hammock!,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,51,135,95.0
7626,2009-02-09 00:00:00,L.E.S. Must See!!,Manhattan,Apartment,85.0,Entire home/apt,10002.0,1.0,156,100,86.0
7612,2009-02-09 00:00:00,Cute Cozy Studio in Manhattan,Manhattan,Apartment,90.0,Entire home/apt,10023.0,1.0,29,145,91.0
7702,2009-02-10 00:00:00,Beautiful 1br on Upper West Side,Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,30,135,94.0
7740,2009-02-11 00:00:00,Cozy Girly Studio; Upper West Side,Manhattan,Apartment,90.0,Entire home/apt,10024.0,1.0,98,200,94.0
7949,2009-02-15 00:00:00,Creative Charm in Brooklyn,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,4,65,100.0
7999,2009-02-16 00:00:00,Sunny Large 1 Bedroom w/ balconies!,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,165,100.0
7987,2009-02-16 00:00:00,Upper West Side-Unique One Bedroom,Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,24,145,94.0
7989,2009-02-16 00:00:00,Central Manhattan/near Broadway,Manhattan,Apartment,95.0,Private room,10036.0,1.0,74,135,97.0
8057,2009-02-17 00:00:00,GREAT NEW LOWER EAST SIDE/ SOHO APT,Manhattan,Apartment,85.0,Entire home/apt,10002.0,2.0,20,225,89.0
8057,2009-02-17 00:00:00,HUGE 2 BEDROOM LOFT NOHO/EAST VILL.,Manhattan,Apartment,75.0,Entire home/apt,10003.0,3.0,32,250,78.0
8057,2009-02-17 00:00:00,Ideal Charming Large W Village Apt!,Manhattan,Apartment,85.0,Entire home/apt,10014.0,3.0,32,250,85.0
8057,2009-02-17 00:00:00,HUGE MODERN LUXURY-2bed/2bath+patio,Manhattan,Loft,100.0,Entire home/apt,10009.0,2.0,5,600,100.0
8178,2009-02-19 00:00:00,Location! Location! Location!,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,1.0,188,145,90.0
8178,2009-02-19 00:00:00,Sunny Beautiful Sublet All Yours!!!,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,3.0,221,149,92.0
8198,2009-02-19 00:00:00,Park Slope haven 15 mins from Soho,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,1.0,39,150,93.0
8380,2009-02-22 00:00:00,River view in the Village,Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,57,200,98.0
8440,2009-02-23 00:00:00,Beautiful studio by Prospect Park,Brooklyn,Apartment,0.0,Entire home/apt,11218.0,1.0,0,120,0.0
8440,2009-02-23 00:00:00,Luxe 1BD apartment by Prospect Park,Brooklyn,Apartment,95.0,Entire home/apt,11218.0,1.0,4,150,95.0
8425,2009-02-23 00:00:00,Charming W.Village Apt. 8/25-9/15,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,175,100.0
8605,2009-02-25 00:00:00,Sunny 1BR East Harlem Apartment,Manhattan,Apartment,90.0,Entire home/apt,10035.0,2.0,11,109,91.0
8730,2009-02-27 00:00:00,Comfort & Convenience,Manhattan,Condominium,100.0,Entire home/apt,10003.0,6.0,4,1990,100.0
8703,2009-02-27 00:00:00,"Clean, Safe, Convenient, Comfy",Manhattan,Apartment,100.0,Shared room,10027.0,1.0,3,80,100.0
8967,2009-03-03 00:00:00,Large Furnished Room Near B'way,Manhattan,Apartment,85.0,Private room,10019.0,1.0,242,73,85.0
9744,2009-03-10 00:00:00,"Beautiful Apt, Garden #3 Best Area",Brooklyn,Apartment,95.0,Entire home/apt,11215.0,3.0,67,135,97.0
9744,2009-03-10 00:00:00,Gorgeous house Room 2 BEST location,Brooklyn,House,95.0,Private room,11215.0,2.0,95,89,96.0
9744,2009-03-10 00:00:00,"Gorgeous Room #1, Best Location",Brooklyn,House,90.0,Private room,11215.0,2.0,118,89,92.0
10176,2009-03-14 00:00:00,"Amazing Apt in WILLIAMSBURG, NY!!",Brooklyn,Apartment,95.0,Entire home/apt,11211.0,2.0,60,250,96.0
10151,2009-03-14 00:00:00,Cozy Convenient Apt for Travelers,Queens,Apartment,0.0,Entire home/apt,11358.0,1.0,0,99,0.0
10889,2009-03-21 00:00:00,BnoB (2 br) — Heart of Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11249.0,2.0,132,250,93.0
10889,2009-03-21 00:00:00,The Institute—Heart of Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11249.0,2.0,136,250,94.0
10889,2009-03-21 00:00:00,Great house in Williamsburg,Brooklyn,House,95.0,Entire home/apt,11211.0,2.0,14,250,98.0
11037,2009-03-22 00:00:00,"Large, Sunny, Central 2br; Terrace",Brooklyn,Apartment,100.0,Entire home/apt,11217.0,2.0,2,240,100.0
11358,2009-03-25 00:00:00,Bright Clean Spacious 1BR,Brooklyn,Apartment,0.0,Entire home/apt,11213.0,1.0,0,115,0.0
11358,2009-03-25 00:00:00,Bright Clean Room in Bushwick,Brooklyn,Apartment,0.0,Private room,11237.0,1.0,0,72,0.0
11481,2009-03-26 00:00:00,House on 11th - Garden Level Apt.,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,1.0,119,165,91.0
11481,2009-03-26 00:00:00,Sunset Retreat - Charming Oasis,Brooklyn,Apartment,90.0,Entire home/apt,11220.0,1.0,79,90,90.0
11481,2009-03-26 00:00:00,Sunset Retreat - Top Floor Oasis,Brooklyn,Apartment,85.0,Entire home/apt,11220.0,1.0,21,105,88.0
11481,2009-03-26 00:00:00,House on Henry (2nd FLR Suite),Brooklyn,Apartment,85.0,Entire home/apt,11231.0,2.0,68,155,88.0
11481,2009-03-26 00:00:00,House on Henry (3rd FLR Suite),Brooklyn,Apartment,90.0,Entire home/apt,11231.0,2.0,106,160,94.0
11810,2009-03-30 00:00:00,NYC Historic District Posh Studio,Queens,Apartment,0.0,Private room,11372.0,1.0,0,150,0.0
12169,2009-04-03 00:00:00,"Dream Come True, Too! Williamsburg",Brooklyn,Apartment,90.0,Private room,11211.0,1.0,43,89,94.0
12169,2009-04-03 00:00:00,"Dream Come True! Williamsburg, BK",Brooklyn,Apartment,90.0,Private room,11211.0,1.0,91,99,93.0
12221,2009-04-04 00:00:00,5Minutes To Manhattan Cozy Oasis,Bronx,Apartment,80.0,Private room,10451.0,3.0,105,42,81.0
12221,2009-04-04 00:00:00,5Minutes To Manhattan Zen&Cozy,Bronx,Apartment,85.0,Private room,10451.0,3.0,96,42,87.0
12220,2009-04-04 00:00:00,Big Room in front of Central Park,Manhattan,Apartment,85.0,Private room,10025.0,1.0,74,132,88.0
12220,2009-04-04 00:00:00,Your Room in front of Central Park,Manhattan,Apartment,90.0,Private room,10025.0,1.0,141,117,90.0
12712,2009-04-08 00:00:00,Lovely Bklyn Apt with Private Deck,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,1.0,5,135,92.0
12712,2009-04-08 00:00:00,Perfectly Situated LES 1-Bedroom,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,146,125,91.0
12712,2009-04-08 00:00:00,Real 2-Bedroom East Village Apt!,Manhattan,Apartment,85.0,Entire home/apt,10009.0,3.0,63,200,87.0
12869,2009-04-10 00:00:00,Luxury on a Budget,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,13,250,92.0
13070,2009-04-12 00:00:00,Spacious clean & quiet 2 bed/2bath,Manhattan,Bed & Breakfast,80.0,Entire home/apt,10128.0,2.0,58,295,83.0
13424,2009-04-14 00:00:00,An Oasis In Hell's Kitchen!,Manhattan,Apartment,100.0,Entire home/apt,10019.0,1.0,7,280,100.0
13654,2009-04-16 00:00:00,Room with a view in Central Harlem,Manhattan,Apartment,85.0,Private room,0.0,1.0,11,75,85.0
13908,2009-04-18 00:00:00,2 BR Upper West Side Apt.,Manhattan,Apartment,65.0,Entire home/apt,10025.0,3.0,12,150,66.0
14063,2009-04-19 00:00:00,BK Heights Apartment for cat lovers,Brooklyn,Apartment,100.0,Entire home/apt,11201.0,3.0,4,125,100.0
14204,2009-04-20 00:00:00,Charming 2 Bedroom Red Hook Loft!,Brooklyn,Apartment,100.0,Entire home/apt,11231.0,2.0,18,230,100.0
14204,2009-04-20 00:00:00,Private room in Red Hook loft!,Brooklyn,Apartment,95.0,Private room,11231.0,1.0,21,110,98.0
15192,2009-04-28 00:00:00,Cozy Furnished 2 Bedroom Apartment,Brooklyn,Apartment,80.0,Entire home/apt,11216.0,3.0,8,159,84.0
15154,2009-04-28 00:00:00,"Bright 1 Bedroom, Perfect Location!",Manhattan,Apartment,80.0,Entire home/apt,10023.0,1.0,2,160,80.0
15167,2009-04-28 00:00:00,2 Bed 2 Bath Apt w/ balcony & WiFi,Manhattan,Apartment,95.0,Entire home/apt,10031.0,3.0,13,107,98.0
15261,2009-04-29 00:00:00,Cute room in hip Fort Greene,Brooklyn,Apartment,80.0,Private room,11205.0,1.0,1,50,80.0
15523,2009-05-01 00:00:00,Enjoy and discover New York Citi,Staten Island,House,95.0,Private room,10304.0,0.0,7,69,97.0
15742,2009-05-04 00:00:00,"Beautiful, private, uptown studio",Manhattan,Apartment,80.0,Entire home/apt,10031.0,1.0,20,110,83.0
15964,2009-05-06 00:00:00,"Large Brooklyn Duplex, Park Slope",Brooklyn,Apartment,0.0,Entire home/apt,11215.0,3.0,0,175,0.0
16851,2009-05-12 00:00:00,"Hip Whole Apt in Wmsburg, Brooklyn",Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,8,125,93.0
16800,2009-05-12 00:00:00,UES Beautiful Blue Room / Oak Room,Manhattan,Apartment,95.0,Private room,10029.0,2.0,150,95,96.0
16800,2009-05-12 00:00:00,UES Beautiful Home Red Velvet Room,Manhattan,Apartment,95.0,Private room,10029.0,2.0,41,95,95.0
16883,2009-05-13 00:00:00,Spacious Charming Loft Studio,Manhattan,Loft,90.0,Entire home/apt,10024.0,2.0,4,135,91.0
17296,2009-05-15 00:00:00,Bright studio in central Mahattan,Manhattan,Apartment,95.0,Entire home/apt,10016.0,1.0,5,100,96.0
17571,2009-05-17 00:00:00,Perfect for Grandparents + Garden,Brooklyn,House,95.0,Entire home/apt,11205.0,2.0,80,200,95.0
17571,2009-05-17 00:00:00,Perfect for Parents (Part 2),Brooklyn,House,95.0,Private room,11205.0,1.0,32,239,97.0
17655,2009-05-18 00:00:00,Modern LES Studio w/ Skyline Views,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,17,220,97.0
17930,2009-05-19 00:00:00,Charming 2 Bedroom by Prospect Park,Brooklyn,Apartment,100.0,Entire home/apt,11218.0,3.0,1,199,100.0
17798,2009-05-19 00:00:00,EAST VILLAGE DESIGNER LUXURY LOFT,Manhattan,Apartment,100.0,Entire home/apt,10009.0,3.0,4,399,100.0
17985,2009-05-20 00:00:00,Amazing Chinatown/SOHO one bed room,Manhattan,Apartment,85.0,Entire home/apt,10002.0,2.0,38,130,86.0
18118,2009-05-20 00:00:00,Giant & beautiful home in the sky.,Manhattan,Apartment,0.0,Private room,10031.0,1.0,0,70,0.0
18229,2009-05-21 00:00:00,Charming & Sunny Slope Duplex Loft,Brooklyn,Loft,0.0,Entire home/apt,11215.0,2.0,0,110,0.0
18174,2009-05-21 00:00:00,Cosy 2 bedroom in East Village,Manhattan,Apartment,90.0,Entire home/apt,10003.0,3.0,55,160,92.0
18374,2009-05-22 00:00:00,Bright & Modern Downtown Studio,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,89,135,96.0
18611,2009-05-24 00:00:00,East Village sunny & large 2 bdr,Manhattan,Apartment,95.0,Entire home/apt,10003.0,2.0,5,350,96.0
18642,2009-05-24 00:00:00,1 BDR with private toilet/sink,Manhattan,Apartment,0.0,Private room,10031.0,1.0,0,60,0.0
18729,2009-05-25 00:00:00,"SPACIOUS, BEAUTIFUL CONDO IN BKLYN!",Brooklyn,Condominium,95.0,Entire home/apt,11215.0,2.0,9,375,98.0
19031,2009-05-27 00:00:00,Charming Greenwich Village Apt,Manhattan,Apartment,80.0,Entire home/apt,10012.0,1.0,14,225,81.0
19852,2009-06-02 00:00:00,Lg Beautiful Garden Apt Sleeps 2,Manhattan,Apartment,95.0,Entire home/apt,10035.0,1.0,8,165,97.0
19969,2009-06-03 00:00:00,SoHo Loft - Entire Floor,Manhattan,Apartment,95.0,Entire home/apt,10013.0,1.0,52,585,96.0
20149,2009-06-04 00:00:00,Cool East Williamsburg Apartment,Brooklyn,Apartment,95.0,Private room,11206.0,1.0,46,40,96.0
20805,2009-06-09 00:00:00,Huge Brooklyn Room with Aussie Host,Brooklyn,Apartment,100.0,Private room,11225.0,1.0,12,85,100.0
21286,2009-06-12 00:00:00,UWS Garden Getaway,Manhattan,Apartment,95.0,Entire home/apt,10024.0,2.0,9,225,97.0
21306,2009-06-12 00:00:00,"Large, Bright 1 bdr in Williamsburg",Brooklyn,Apartment,95.0,Private room,11222.0,1.0,11,110,96.0
21475,2009-06-14 00:00:00,High-end doorman bldg in the LES,Manhattan,Apartment,95.0,Private room,10002.0,1.0,55,125,96.0
21823,2009-06-16 00:00:00,Soaring Bushwick 3 Bedroom,Brooklyn,Apartment,95.0,Entire home/apt,11221.0,5.0,9,275,98.0
21904,2009-06-16 00:00:00,Modern 1 BR / NYC / EAST VILLAGE,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,8,240,93.0
22220,2009-06-18 00:00:00,Modern brick 1 bedroom on UES,Manhattan,Apartment,90.0,Entire home/apt,10028.0,1.0,17,175,91.0
22486,2009-06-20 00:00:00,CBG Williamsburg  loft room,Brooklyn,Loft,75.0,Entire home/apt,11211.0,4.0,6,130,76.0
22486,2009-06-20 00:00:00,CBG Partner Prospect Pk Helps Haiti,Brooklyn,Apartment,0.0,Private room,11225.0,1.0,0,90,0.0
22486,2009-06-20 00:00:00,CBG CtyBeGoodHelpsHaiti#1:1-4,Brooklyn,House,90.0,Private room,11217.0,10.0,77,130,91.0
22486,2009-06-20 00:00:00,CommunityBeGood Helps Haiti Rm #2,Brooklyn,House,85.0,Private room,11217.0,1.0,39,130,89.0
22486,2009-06-20 00:00:00,CommunityBeGood Helps Haiti Rm #3,Brooklyn,House,85.0,Private room,11217.0,2.0,13,130,86.0
22486,2009-06-20 00:00:00,CommunityBeGoodHelpsHaiti #5 Suite,Brooklyn,House,100.0,Private room,11217.0,2.0,3,130,100.0
22486,2009-06-20 00:00:00,CommunitybegoodHelpsHaiti#2.5,Brooklyn,House,90.0,Private room,11217.0,2.0,17,120,93.0
23048,2009-06-24 00:00:00,Park Slope Oasis: Your home base!,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,1.0,18,139,94.0
23276,2009-06-25 00:00:00,"Luxe, Spacious 2BR 2BA Nr Trains",Brooklyn,Apartment,100.0,Entire home/apt,11215.0,2.0,3,260,100.0
23193,2009-06-25 00:00:00,"Bright, cozy den in 4 bedrm duplex.",Brooklyn,House,100.0,Private room,11221.0,1.0,2,35,100.0
23435,2009-06-26 00:00:00,Spectacular River View Studio,Manhattan,Apartment,95.0,Entire home/apt,10281.0,1.0,48,185,96.0
23577,2009-06-28 00:00:00,Williamsburg foodie inspired loft,Brooklyn,Loft,95.0,Entire home/apt,11249.0,1.0,16,175,99.0
23727,2009-06-29 00:00:00,Prospect Heights quiet sunny nest,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,6,150,97.0
23633,2009-06-29 00:00:00,1,Brooklyn,Loft,0.0,Private room,11206.0,1.0,0,120,0.0
23856,2009-06-30 00:00:00,Large modern 2-BR by McCaren Park,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,2,150,100.0
23843,2009-06-30 00:00:00,Lower East Side/EV 1 BR Charmer,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,15,175,96.0
24000,2009-07-01 00:00:00,sunny EAST VILLAGE bdrm!,Manhattan,Apartment,90.0,Private room,10009.0,1.0,80,133,91.0
24222,2009-07-02 00:00:00,"3BR, 1.5 BA EV apt w/ backyard",Manhattan,Apartment,95.0,Entire home/apt,10009.0,4.0,9,375,96.0
24901,2009-07-08 00:00:00,Beautiful Light Filled Abode,Brooklyn,Apartment,0.0,Entire home/apt,11233.0,2.0,0,150,0.0
25183,2009-07-10 00:00:00,MAISON DES SIRENES 3,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,4.0,23,150,91.0
25183,2009-07-10 00:00:00,"MAISON DES SIRENES1,book NOW",Brooklyn,Apartment,90.0,Entire home/apt,11216.0,4.0,36,150,92.0
